,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
163,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/odborne-kontakty,contact,"poradna8@ppppraha7a8.cz, poradna7@ppppraha7a8.cz, kontakt@psychoterapie-andel.cz, info@centrumlocika.cz, mudr.klimpl@gmail.com","257 325 896, 723 448 884, 222 201 020, 221 715 226, 733 710 467, 251 554 763, 251 550 192, 608 131 731, 233 321 054, 274 776 437, 770 143 385, 778 421 526, 604 563 786, 286 882 368, 608 382 925, 731 056 716, 605 787 404, 251 553 985, 739 375 763, 725 515 934, 241 083 507, 235 516 651, 284 016 251, 241 731 406, 736 623 983, 603 459 646, 778 527 312, 284 016 110, 281 863 620, 220 805 297, 222 586 768, 224 433 400, 274 772 945, 283 024 125, 244 471 805, 724 219 335, 284 688 941, 721 450 105, 266 316 231, 224 965 344, 224 252 771, 266 010 262, 773 212 820, 604 459 699, 224 965 345, 604 299 661, 777 664 672, 251 555 356, 220 805 247, 233 544 611, 266 082 385, 224 433 840, 222 518 280, 603 505 817, 222 520 269, 241 484 149, 724400827, 224 942 152, 266 010 302, 286 585 191, 286 580 711, 220 514 481, 739 071 860, 241 480 511, 777 715 215, 270 005 566, 224 256 954, 602 128 693, 732 383 285, 771 121 413, 222 582 151, 283 881 332, 731 056 720, 775 946 424, 246 024 322"
164,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/kontakty,contact,"kral@ppppraha7a8.cz, chumova@ppppraha7a8.cz, poradna8@ppppraha7a8.cz, urbancova@ppppraha7a8.cz, tataru@ppppraha7a8.cz, simunkova@ppppraha7a8.cz, valouchova@ppppraha7a8.cz, fisakova@ppppraha7a8.cz, zinoveva@ppppraha7a8.cz, cerna@ppppraha7a8.cz, lukavska@ppppraha7a8.cz, hanzlikova@ppppraha7a8.cz, poradna7@ppppraha7a8.cz, vodolanova@ppppraha7a8.cz, tutterova@ppppraha7a8.cz, tomanova@ppppraha7a8.cz, kuberova@ppppraha7a8.cz, strakova@ppppraha7a8.cz, pustinova@ppppraha7a8.cz, hadacova@ppppraha7a8.cz, vesela@ppppraha7a8.cz, kazetska@ppppraha7a8.cz, pavlikova@ppppraha7a8.cz, kyselova@ppppraha7a8.cz, sixta@ppppraha7a8.cz, raisova@ppppraha7a8.cz, vitayou777@gmail.com, cunderlikova@ppppraha7a8.cz, stredova@ppppraha7a8.cz","220 805 247, 286 585 191, 286 882 368, 220 805 297"
165,https://www.fokus-mb.cz,https://www.fokus-mb.cz,main,"621jecna@fokus-mb.czMgr, 039kolajova@fokus-mb.czMichala, 102cerna.rynesova@fokus-mb.cz, 037ticha@fokus-mb.cz, 408capoun@fokus-mb.czRadka, 420zemenova@fokus-mb.czMartina, 000svancarova@fokus-mb.czMUDr, 068pisova@fokus-mb.czIveta, 011svestkova@fokus-mb.czPetr, 456harapes@fokus-mb.czJana, 009kendrova@fokus-mb.cz, 019motylova@fokus-mb.czKate, 069stachova@fokus-mb.czMark, 001zichova@fokus-mb.czMgA, 227sneberkova@fokus-mb.czNikola, 004grusova@fokus-mb.cz, 072sura@fokus-mb.czBc, 049masopust@fokus-mb.czPetr, 238stefl@fokus-mb.czMgr, 156slabova@fokus-mb.czRen, 010kolatorova@fokus-mb.czDagmar, 600vrazelova@fokus-mb.czJi, 042kubinova@fokus-mb.czJan, 920adam@fokus-mb.czPavla, 620chladkova@fokus-mb.czBc, 078jirakova@fokus-mb.czMichaela, 486teperova@fokus-mb.czMagda, 046rezacova@fokus-mb.cz, 421dlouha@fokus-mb.czJi, mazik@fokus-mb.cz, 402simonova@fokus-mb.czMgr, 042kubinova@fokus-mb.czMgr, 036opocenska@fokus-mb.czBc, 700petraskova@fokus-mb.czNikola, 018svobodova@fokus-mb.czBc, 070honcova@fokus-mb.czAd, 102cerna.rynesova@fokus-mb.czMSc, 229cyrusova@fokus-mb.czBarbora, 736korkosova@fokus-mb.czZuzana, 067najbrtova@fokus-mb.czBc, 134lamerova@fokus-mb.czBarbora, 029strakova@fokus-mb.czAndrea, 043slezakova@fokus-mb.czMgr, 077hodakova@fokus-mb.czJudita, 057vitova@fokus-mb.czNina, 014mullerova@fokus-mb.czMgr, 033goldmanova@fokus-mb.czZdenka, 487bajecna@fokus-mb.czPavla, 048kakosova@fokus-mb.czMagdal, 006vejdelkova@fokus-mb.czMartina, 075capkova2@fokus-mb.czBc, 008blazkova2@fokus-mb.cz, 040capkova@fokus-mb.czLenka, 047rydlova@fokus-mb.czLudmila, 000svancarova@fokus-mb.czMgr, 279schwarzerova@fokus-mb.czIveta, 043vondrackova@fokus-mb.czIng, 097mareckova@fokus-mb.czBc, 689pabista@fokus-mb.czMgr, 034blazkova@fokus-mb.czMonika, 044zabenska@fokus-mb.czJana, 032kronusova@fokus-mb.czDenisa, 444pospisilova@fokus-mb.cz, 045krizkova@fokus-mb.czAd, 052machova@fokus-mb.czMichaela, 002kubikova@fokus-mb.czAndrea, 058vackova@fokus-mb.cz, 022liskovcova@fokus-mb.czS, 028vitek@fokus-mb.czHelena, 015sekretar@fokus-mb.czJan, 021novak@fokus-mb.cz, 531krocek@fokus-mb.czLadislav, 027mullerova2@fokus-mb.czJi, 042benes@fokus-mb.czMUDr, konzultantskalova@fokus-mb.czMUDr, 033goldmanova@fokus-mb.czMgr, 076novotna@fokus-mb.cz, 063strouhalova@fokus-mb.cz, 329krmelova@fokus-mb.czMgr, 006vejdelkova@fokus-mb.czJan, 025tachova@fokus-mb.czBlanka, 009elvirova@fokus-mb.czBc, 099stuchlik@fokus-mb.czOld, 007hrusova@fokus-mb.cz, 937martin.bernot@pnkosmonosy.czPhDr, 523lorenzova@fokus-mb.czVeronika, 061hunorova@fokus-mb.czTom, 031valickova@fokus-mb.czTereza, 427pecinova@fokus-mb.czBc, 017rimkova@fokus-mb.cz, 024fafejta@fokus-mb.czV, 490herbstova@fokus-mb.czPetra, 041zachova@fokus-mb.czBc, 062valentova@fokus-mb.czJana, 998valentova2@fokus-mb.czPavla, 071bechnik@fokus-mb.czMgr, 016petrackova@fokus-mb.czKrist, 013bursova@fokus-mb.cz, 239pulcova@fokus-mb.czPetra, 606sleglova@fokus-mb.czV, 080hulova2@fokus-mb.czRenata, 036opocenska@fokus-mb.cz","775 562 002, 326 725 814, 775 562 057, 775 562 047, 775 562 076, 778 749 043, 773 741 097, 778 712 227, 775 562 014, 770 149 279, 775 562 007, 775 872 229, 775 562 032, 775 562 022, 775 562 042, 771 235 523, 775 562 016, 775 562 034, 775 562 040, 775 562 063, 771 235 487, 775 880 998, 775 562 052, 770 168 531, 775 562 013, 775 562 037, 775 562 021, 775 562 046, 778 439 402, 777 481 102, 777 768 606, 775 562 067, 778 457 329, 775 562 069, 775 562 078, 736 686 920, 771 235 486, 773 762 421, 775 562 004, 773 762 420, 775 562 028, 775 562 033, 778 743 600, 775 562 049, 770 153 134, 777 453 621, 777 453 620, 775 562 043, 773 779 456, 775 562 025, 775 562 068, 775 562 070, 775 888 427, 777 365 238, 775 562 080, 775 562 045, 775 562 041, 775 562 015, 775 562 011, 775 562 001, 775 562 062, 770 153 156, 775 562 010, 775 562 031, 771 235 490, 775 562 018, 775 562 024, 778 737 700, 778 449 584, 770 137 444, 775 562 077, 775 562 048, 775 562 075, 775 562 036, 775 562 019, 775 562 038, 775 562 006, 777 365 239, 770 165 689, 770 177 736, 775 562 044, 778 749 042, 775 562 008, 775 562 027, 775 562 029, 775 562 009, 777 680 408, 775 562 012, 775 562 072, 775 562 017, 608 130 099, 775 562 058, 777 367 061, 777 357 937, 775 562 000, 775 562 039, 775 562 071, 227756800, 773 763 009"
166,https://www.fokus-mb.cz,https://www.fokus-mb.cz/kontakt/,contact,"621jecna@fokus-mb.czMgr, 039kolajova@fokus-mb.czMichala, 000svancarova@fokus-mb.czMUDr, 068pisova@fokus-mb.czIveta, 456harapes@fokus-mb.czJana, 001zichova@fokus-mb.czMgA, 049masopust@fokus-mb.czPetr, 238stefl@fokus-mb.czMgr, 600vrazelova@fokus-mb.czJi, 042kubinova@fokus-mb.czJan, 920adam@fokus-mb.czPavla, 620chladkova@fokus-mb.czBc, 078jirakova@fokus-mb.czMichaela, 402simonova@fokus-mb.czMgr, 042kubinova@fokus-mb.czMgr, 070honcova@fokus-mb.czAd, 102cerna.rynesova@fokus-mb.czMSc, 229cyrusova@fokus-mb.czBarbora, 736korkosova@fokus-mb.czZuzana, 029strakova@fokus-mb.czAndrea, 077hodakova@fokus-mb.czJudita, 057vitova@fokus-mb.czNina, 033goldmanova@fokus-mb.czZdenka, 048kakosova@fokus-mb.czMagdal, 075capkova2@fokus-mb.czBc, 008blazkova2@fokus-mb.cz, 040capkova@fokus-mb.czLenka, 279schwarzerova@fokus-mb.czIveta, 097mareckova@fokus-mb.czBc, 689pabista@fokus-mb.czMgr, 034blazkova@fokus-mb.czMonika, 044zabenska@fokus-mb.czJana, 045krizkova@fokus-mb.czAd, 052machova@fokus-mb.czMichaela, 002kubikova@fokus-mb.czAndrea, 058vackova@fokus-mb.cz, 015sekretar@fokus-mb.czJan, 021novak@fokus-mb.cz, 531krocek@fokus-mb.czLadislav, 042benes@fokus-mb.czMUDr, 063strouhalova@fokus-mb.cz, 025tachova@fokus-mb.czBlanka, 099stuchlik@fokus-mb.czOld, 523lorenzova@fokus-mb.czVeronika, 061hunorova@fokus-mb.czTom, 031valickova@fokus-mb.czTereza, 490herbstova@fokus-mb.czPetra, 041zachova@fokus-mb.czBc, 062valentova@fokus-mb.czJana, 998valentova2@fokus-mb.czPavla, 013bursova@fokus-mb.cz, 606sleglova@fokus-mb.czV, 036opocenska@fokus-mb.cz, 102cerna.rynesova@fokus-mb.cz, 037ticha@fokus-mb.cz, 408capoun@fokus-mb.czRadka, 420zemenova@fokus-mb.czMartina, 011svestkova@fokus-mb.czPetr, 009kendrova@fokus-mb.cz, 019motylova@fokus-mb.czKate, 069stachova@fokus-mb.czMark, 227sneberkova@fokus-mb.czNikola, 004grusova@fokus-mb.cz, 072sura@fokus-mb.czBc, 156slabova@fokus-mb.czRen, 010kolatorova@fokus-mb.czDagmar, 486teperova@fokus-mb.czMagda, 046rezacova@fokus-mb.cz, 421dlouha@fokus-mb.czJi, mazik@fokus-mb.cz, 036opocenska@fokus-mb.czBc, 700petraskova@fokus-mb.czNikola, 018svobodova@fokus-mb.czBc, 067najbrtova@fokus-mb.czBc, 134lamerova@fokus-mb.czBarbora, 043slezakova@fokus-mb.czMgr, 014mullerova@fokus-mb.czMgr, 487bajecna@fokus-mb.czPavla, 006vejdelkova@fokus-mb.czMartina, 047rydlova@fokus-mb.czLudmila, 000svancarova@fokus-mb.czMgr, 043vondrackova@fokus-mb.czIng, 032kronusova@fokus-mb.czDenisa, 444pospisilova@fokus-mb.cz, 022liskovcova@fokus-mb.czS, 028vitek@fokus-mb.czHelena, 027mullerova2@fokus-mb.czJi, konzultantskalova@fokus-mb.czMUDr, 033goldmanova@fokus-mb.czMgr, 076novotna@fokus-mb.cz, 329krmelova@fokus-mb.czMgr, 006vejdelkova@fokus-mb.czJan, 009elvirova@fokus-mb.czBc, 007hrusova@fokus-mb.cz, 937martin.bernot@pnkosmonosy.czPhDr, 427pecinova@fokus-mb.czBc, 017rimkova@fokus-mb.cz, 024fafejta@fokus-mb.czV, 071bechnik@fokus-mb.czMgr, 016petrackova@fokus-mb.czKrist, 239pulcova@fokus-mb.czPetra, 080hulova2@fokus-mb.czRenata","775 562 057, 775 562 047, 775 562 076, 773 741 097, 778 712 227, 775 562 042, 775 562 016, 775 562 034, 775 562 052, 770 168 531, 775 562 013, 775 562 037, 777 481 102, 777 768 606, 775 562 067, 775 562 069, 771 235 486, 773 762 420, 775 562 028, 775 562 049, 775 562 043, 775 562 025, 775 562 045, 775 562 041, 775 562 015, 775 562 011, 775 562 010, 775 562 048, 770 165 689, 775 562 008, 775 562 029, 777 680 408, 775 562 012, 775 562 072, 775 562 058, 777 357 937, 775 562 000, 775 562 039, 775 562 002, 326 725 814, 773 763 009, 778 749 043, 775 562 014, 770 149 279, 775 562 007, 775 872 229, 775 562 032, 775 562 022, 771 235 523, 775 562 040, 775 562 063, 771 235 487, 775 880 998, 775 562 021, 775 562 046, 778 439 402, 778 457 329, 775 562 078, 736 686 920, 773 762 421, 775 562 004, 775 562 033, 778 743 600, 770 153 134, 777 453 621, 777 453 620, 773 779 456, 775 562 068, 775 562 070, 775 888 427, 777 365 238, 775 562 080, 775 562 001, 775 562 062, 770 153 156, 775 562 031, 771 235 490, 775 562 018, 775 562 024, 778 737 700, 778 449 584, 770 137 444, 775 562 077, 775 562 075, 775 562 036, 775 562 019, 775 562 038, 775 562 006, 770 177 736, 775 562 044, 778 749 042, 775 562 027, 775 562 009, 775 562 017, 608 130 099, 777 367 061, 775 562 071, 777 365 239"
167,https://www.kppp.cz/,https://www.kppp.cz/,main,"poradna@kppp.czKPPP, poradna@kppp.cz","739 012 074, 600032311, 110007751, +420 739 012 074, 260083682"
168,https://www.kppp.cz/,https://www.kppp.cz/kontakty,contact,poradna@kppp.cz,"260083682, +420 739 012 074"
169,https://www.kppp.cz/,https://www.kppp.cz/o-nas,contact,poradna@kppp.cz,"739 012 074, 600032311, 110007751"
170,https://www.kresadlohk.cz,https://www.kresadlohk.cz,main,"vaskova@kresadlohk.cz, kucerova@kresadlohk.cz, bokuvkova@kresadlohk.cz, viskova@kresadlohk.cz, spissakova@kresadlohk.cz, striteska@kresadlohk.cz, sychra@kresadlohk.cz, wahle@kresadlohk.cz, jarkova@kresadlohk.cz, info@kresadlohk.cz, hulkova@kresadlohk.cz, jirkova@kresadlohk.cz","+420 778 085 235, 777 009 413, +420 777 009 637, 777 126 947, +420 608 713 370, +420 777 009 413, +420 774 434 543, +420 608 214 949, +420 777 009 412, +420 777 009 038, +420 777 126 947, +420 778 512 143"
171,https://www.kresadlohk.cz,javascript:void(0);,contact,,
172,https://www.kresadlohk.cz,https://www.kresadlohk.cz/prvni-kontakt,contact,info@kresadlohk.cz,+420 777 009 413
173,https://www.kresadlohk.cz,https://www.kresadlohk.cz/kontakt,contact,"vaskova@kresadlohk.cz, kucerova@kresadlohk.cz, bokuvkova@kresadlohk.cz, viskova@kresadlohk.cz, spissakova@kresadlohk.cz, striteska@kresadlohk.cz, sychra@kresadlohk.cz, wahle@kresadlohk.cz, jarkova@kresadlohk.cz, info@kresadlohk.cz, hulkova@kresadlohk.cz, jirkova@kresadlohk.cz","+420 778 085 235, 777 009 413, +420 777 009 637, 777 126 947, +420 608 713 370, +420 777 009 413, +420 774 434 543, +420 608 214 949, +420 777 009 412, +420 777 009 038, +420 777 126 947, +420 778 512 143"
174,https://www.kresadlohk.cz,https://www.kresadlohk.cz/o-nas,contact,,
175,https://www.greendoors.cz,https://www.greendoors.cz,main,"vojtech.tutr@greendoors.cz, jaroslava.tomsu@greendoors.cz, tomas.koukal@greendoors.cz, silvie.jerabkova@greendoors.cz, cafe.produkce@greendoors.cz, sarka.provaznikova@greendoors.cz, kristyna.hutta@greendoors.cz, martin.pospisil@greendoors.cz, veronika.alterova@greendoors.cz, info@mlsnakavka.cz, kristyna.bartonova@greendoors.cz, jachym.kolouch@greendoors.cz, tadeas.polak@greendoors.cz, jakub.mothejl@greendoors.cz, matej.bena@greendoors.cz, anna.fertova@greendoors.cz, rebecca.horynova@greendoors.cz, oksana.shapovalova@greendoors.cz, jan.sid@greendoors.cz, nikola.valentova@greendoors.cz, klara.dorschnerova@greendoors.cz, marketa.reichelova@greendoors.cz, zamestnavani@greendoors.cz, filip.radek@greendoors.cz, frantisek.rycl@greendoors.cz, mirka.bubela@greendoors.cz, alzbeta.lackova@greendoors.cz, projekty@greendoors.cz, it@greendoors.cz, lenka.hanibalova@greendoors.cz, anna.kubeschova@greendoors.cz, prijem@greendoors.cz, petr.krasa@greendoors.cz, zuzana.petrachova@greendoors.cz, sarka.michlova@greendoors.cz, greendoors@greendoors.cz, ema.martincova@greendoors.cz, denisa.hegedusova@greendoors.cz, fr@greendoors.cz","+420 777 913 053, +420 606 601 575, +420 773 913 051, +420 777 913 054, +420 774 913 058, +420 603 423 936, +420 777 913 052, +420 731 197 477, +420 603 424 096, +420 777 913 051, +420 777 913 057, +420 725 184 315, +420 608 091 431, +420 773 331 055, +420 775 913 059, +420 777 347 667, +420 777 913 055, +420 777 913 056, +420 722 933 390, +420 773 913 050, +420 774 406 000, 284 016 666, +420 775 585 003, +420 606 783 108, +420 724 225 343, +420 774 913 028, +420 774 198 270, +420 725 041 055, +420 774 262 200, +420 773 913 052, +420 774 913 059, +420 777 913 058, +420 774 400 093, +420 725 380 878, +420 774 081 712, +420 220 951 468, +420 774 913 029, +420 774 913 056, +420 731 146 549"
176,https://www.greendoors.cz,https://www.greendoors.cz/cs/kontakty/,contact,"vojtech.tutr@greendoors.cz, jaroslava.tomsu@greendoors.cz, tomas.koukal@greendoors.cz, silvie.jerabkova@greendoors.cz, cafe.produkce@greendoors.cz, sarka.provaznikova@greendoors.cz, kristyna.hutta@greendoors.cz, martin.pospisil@greendoors.cz, veronika.alterova@greendoors.cz, info@mlsnakavka.cz, kristyna.bartonova@greendoors.cz, jachym.kolouch@greendoors.cz, tadeas.polak@greendoors.cz, jakub.mothejl@greendoors.cz, matej.bena@greendoors.cz, anna.fertova@greendoors.cz, rebecca.horynova@greendoors.cz, oksana.shapovalova@greendoors.cz, jan.sid@greendoors.cz, nikola.valentova@greendoors.cz, klara.dorschnerova@greendoors.cz, marketa.reichelova@greendoors.cz, filip.radek@greendoors.cz, frantisek.rycl@greendoors.cz, mirka.bubela@greendoors.cz, alzbeta.lackova@greendoors.cz, it@greendoors.cz, lenka.hanibalova@greendoors.cz, anna.kubeschova@greendoors.cz, prijem@greendoors.cz, petr.krasa@greendoors.cz, zuzana.petrachova@greendoors.cz, sarka.michlova@greendoors.cz, greendoors@greendoors.cz, ema.martincova@greendoors.cz, denisa.hegedusova@greendoors.cz, fr@greendoors.cz","+420 777 913 053, +420 606 601 575, +420 773 913 051, +420 777 913 054, +420 774 913 058, +420 603 423 936, +420 777 913 052, +420 603 424 096, +420 777 913 051, +420 777 913 057, +420 725 184 315, +420 608 091 431, +420 773 331 055, +420 775 913 059, +420 777 913 055, +420 777 913 056, +420 722 933 390, +420 774 406 000, +420 775 585 003, +420 606 783 108, +420 724 225 343, +420 774 913 028, +420 774 198 270, +420 725 041 055, +420 774 262 200, +420 773 913 052, +420 774 913 059, +420 777 913 058, +420 774 400 093, +420 725 380 878, +420 774 081 712, +420 220 951 468, +420 774 913 029, +420 774 913 056, +420 731 146 549"
177,https://www.greendoors.cz,https://www.greendoors.cz/cs/o-nas/,contact,,
178,https://www.greendoors.cz,https://www.greendoors.cz/cs/projekty/poradna/,contact,ema.martincova@greendoors.cz,+420 774 913 029
179,https://www.greendoors.cz,https://greendoors.cz//?page_id=102,contact,,
180,https://www.greendoors.cz,https://www.greendoors.cz/cs/projekty/cestadoprace/,contact,"prijem@greendoors.cz, zamestnavani@greendoors.cz","+420 777 347 667, +420 773 913 052"
181,https://www.greendoors.cz,https://www.greendoors.cz/cs/projekty/mlsna-kavka/,contact,,
182,https://www.greendoors.cz,https://www.greendoors.cz/cs/projekty/klub-v-kolona/,contact,,
183,https://www.greendoors.cz,https://www.greendoors.cz/cs/projekty/cafe-na-pul-cesty/,contact,,
184,https://www.greendoors.cz,https://www.greendoors.cz/cs/napsali-o-nas/,contact,projekty@greendoors.cz,+420 773 913 050
185,https://www.cdz-brno.cz/,https://www.cdz-brno.cz/,main,"marcela.novysedlakova@prahjm.cz, eli.romana@fnbrno.cz, janikova.petra@fnbrno.cz, jassova.jana@fnbrno.cz, hublova.lenka@fnbrno.cz, zuzana.kocikotrla@prahjm.cz, kristyna.turanova@prahjm.cz, michaela.havelkova@prahjm.cz, cdzbrno@prahjm.cz, karolina.kasparkova@prahjm.cz, krenek.pavel@fnbrno.cz, holkova.renata@fnbrno.cz, kamila.mannova@prahjm.cz, barbora.sebenova@prahjm.cz, zejdova.petra@fnbrno.cz, klara.kaplanova@prahjm.cz, Hana.Janakova@fnbrno.cz, michaela.kleinova.CDZ@prahjm.cz, Kveta.vrbova@prahjm.cz","+420 725 831 455, +420 775 854 182, 773 793 882, +420 736 434 048, +420 608 869 324, +420 775 854 181, +420 775 382 637, +420 778 117 051, +420 731 485 068, +420 775 761 701, +420 734 152 546, +420 739 350 168, +420 733 289 331, +420 734 571 037, +420 770 181 481, +420 733 643 379, +420 605 578 171, +420 732 144 435"
186,https://www.cdz-brno.cz/,https://www.cdz-brno.cz/#kontakt,contact,"marcela.novysedlakova@prahjm.cz, eli.romana@fnbrno.cz, janikova.petra@fnbrno.cz, jassova.jana@fnbrno.cz, hublova.lenka@fnbrno.cz, zuzana.kocikotrla@prahjm.cz, kristyna.turanova@prahjm.cz, michaela.havelkova@prahjm.cz, cdzbrno@prahjm.cz, karolina.kasparkova@prahjm.cz, krenek.pavel@fnbrno.cz, holkova.renata@fnbrno.cz, kamila.mannova@prahjm.cz, barbora.sebenova@prahjm.cz, zejdova.petra@fnbrno.cz, klara.kaplanova@prahjm.cz, Hana.Janakova@fnbrno.cz, michaela.kleinova.CDZ@prahjm.cz, Kveta.vrbova@prahjm.cz","773 793 882, +420 736 434 048, +420 608 869 324, +420 725 831 455, +420 775 854 181, +420 775 382 637, +420 778 117 051, +420 775 854 182, +420 775 761 701, +420 734 152 546, +420 739 350 168, +420 731 485 068, +420 734 571 037, +420 770 181 481, +420 733 289 331, +420 733 643 379, +420 605 578 171, +420 732 144 435"
187,https://www.cdz-brno.cz/,https://www.cdz-brno.cz/#kdo-jsme,contact,"marcela.novysedlakova@prahjm.cz, eli.romana@fnbrno.cz, janikova.petra@fnbrno.cz, jassova.jana@fnbrno.cz, hublova.lenka@fnbrno.cz, zuzana.kocikotrla@prahjm.cz, kristyna.turanova@prahjm.cz, michaela.havelkova@prahjm.cz, cdzbrno@prahjm.cz, karolina.kasparkova@prahjm.cz, krenek.pavel@fnbrno.cz, holkova.renata@fnbrno.cz, kamila.mannova@prahjm.cz, barbora.sebenova@prahjm.cz, zejdova.petra@fnbrno.cz, klara.kaplanova@prahjm.cz, Hana.Janakova@fnbrno.cz, michaela.kleinova.CDZ@prahjm.cz, Kveta.vrbova@prahjm.cz","773 793 882, +420 736 434 048, +420 608 869 324, +420 725 831 455, +420 775 854 181, +420 775 382 637, +420 778 117 051, +420 775 854 182, +420 775 761 701, +420 734 152 546, +420 739 350 168, +420 731 485 068, +420 734 571 037, +420 770 181 481, +420 733 289 331, +420 733 643 379, +420 605 578 171, +420 732 144 435"
188,https://www.nadeje.cz,https://www.nadeje.cz,main,"Mikolas.opletal@socialnibydleni.org, nadeje@nadeje.cz","+420 774 645 467, 114875148, 265522152, 148881488, +420 775 868 858"
189,https://www.charitarumburk.cz,https://www.charitarumburk.cz,main,reditel@charitarumburk.cz,"412 384 744, +420 412 384 745, +420 412 384 744, 092286333"
190,https://www.charitarumburk.cz,https://www.charitarumburk.cz/kdo-jsme/,contact,reditel@charitarumburk.cz,"+420 412 384 744, 092286333, +420 412 384 745, 412 384 744"
191,https://www.charitarumburk.cz,https://www.charitarumburk.cz/co-delame/kontakty/,contact,reditel@charitarumburk.cz,"+420 412 384 744, 092286333, +420 412 384 745, 412 384 744"
192,https://www.poliklinika-km.cz,https://www.poliklinika-km.cz,main,poliklinika.km@gmail.com,
193,https://www.poliklinika-km.cz,https://www.poliklinika-km.cz/kontakt/,contact,poliklinika.km@gmail.com,
194,https://www.ppp11a12.cz/,https://www.ppp11a12.cz/,main,"zemanova@ppp-modrany.cz, lipova@ppp11a12.cz, bouckova@ppp11a12.cz",
195,https://www.pelhrimov.charita.cz,https://www.pelhrimov.charita.cz,main,reditel@pelhrimov.charita.cz,"107046957, 565 322 539, 565 322 539, 115-451000, 565 383 405"
196,https://www.pelhrimov.charita.cz,https://www.pelhrimov.charita.cz/kdo-jsme/adresar/,contact,reditel@pelhrimov.charita.cz,"565 322 539, 565 322 539, 565 383 405, 107046957"
197,https://www.oskvetina.cz,https://www.oskvetina.cz,main,"vernerova@oskvetina.cz, Veronikacelonkova@oskvetina.cz, Terezavesela@oskvetina.cz, Barboravernerova@oskvetina.cz, Veronikaklub@oskvetina.cz, Michaelamala@oskvetina.cz, 898info@oskvetina.cz, DiS.haincova@oskvetina.cz, Michaelazakova@oskvetina.cz, Paveldonat@oskvetina.cz, jhon@oskvetina.cz, info@oskvetina.cz, Ivanadvorakova@oskvetina.cz, twozniak@oskvetina.cz, Jitkajasukevicova@oskvetina.cz, DiS.leharova@oskvetina.cz, Petrakrugerova@oskvetina.cz, haislerova@oskvetina.cz, DiS.havlova@oskvetina.cz","+420 721 568 898, 420 725 505, +420 602 694 906, +420 725 947 830, +420 727 930 996, +420 608 051 546, +420 608 446 056, +420 774 519 961, +420 725 470 979, +420 774 298 870, +420 727 807 287, +420 727 930 996, +420 724 223 785, +420 722 966 825, 210988782, +420 725 947 609, +420 727 930 667, +420 725 802 554, +420 601 530 636, +420 725 427 391, +420 727 806 818"
198,https://www.oskvetina.cz,https://www.oskvetina.cz/kontakty/,contact,,
199,https://www.oskvetina.cz,https://www.oskvetina.cz/kontakty/kontakty/,contact,"vernerova@oskvetina.cz, Veronikacelonkova@oskvetina.cz, Michaelamala@oskvetina.cz, DiS.haincova@oskvetina.cz, Michaelazakova@oskvetina.cz, jhon@oskvetina.cz, Jitkajasukevicova@oskvetina.cz, DiS.leharova@oskvetina.cz, Petrakrugerova@oskvetina.cz, haislerova@oskvetina.cz, DiS.havlova@oskvetina.cz, Terezavesela@oskvetina.cz, Barboravernerova@oskvetina.cz, 898info@oskvetina.cz, Paveldonat@oskvetina.cz, info@oskvetina.cz, Ivanadvorakova@oskvetina.cz, twozniak@oskvetina.cz, Veronikaklub@oskvetina.cz","+420 721 568 898, 420 725 505, +420 727 930 996, +420 608 446 056, +420 727 930 996, 210988782, +420 725 947 609, +420 727 930 667, +420 601 530 636, +420 725 427 391, +420 602 694 906, +420 725 947 830, +420 608 051 546, +420 774 519 961, +420 725 470 979, +420 774 298 870, +420 727 807 287, +420 724 223 785, +420 722 966 825, +420 725 802 554, +420 727 806 818"
200,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/,main,"poradna@ppp-pardubice.cz, ppp.pce@seznam.cz, chrudim@ppp-pardubice.cz, ped.ps.por.cr@quick.cz","469 312 934, 469 621 187, 466 410 328, 469 621 187, 702 132 518, 702 132 517, 606 082 589, 466 410 327"
201,https://www.ppp-pardubice.cz/,https://www.ppp-pardubice.cz/kontakty/,contact,"poradna@ppp-pardubice.cz, ppp.pce@seznam.cz, chrudim@ppp-pardubice.cz, ped.ps.por.cr@quick.cz","469 312 934, 469 621 187, 466 410 328, 469 621 187, 702 132 518, 702 132 517, 606 082 589, 466 410 327"
202,https://www.psychiatriestrakonice.cz/,https://www.psychiatriestrakonice.cz/,main,E-mailmudr.kamencova@gmail.com,+420 385 340 872
203,https://www.psychiatriestrakonice.cz/,https://www.psychiatriestrakonice.cz/kontakt/,contact,E-mailmudr.kamencova@gmail.com,+420 385 340 872
204,https://www.d-os.net,https://www.d-os.net,main,,
205,https://www.najdipomoc.cz,https://www.najdipomoc.cz,main,info@najdipomoc.cz,+420 733 406 418
206,https://www.najdipomoc.cz,https://www.najdipomoc.cz/kontakt/,contact,info@najdipomoc.cz,+420 733 406 418
