,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
175,http://www.drom.cz,https://www.drom.cz/o-nas/,contact,drom@drom.cz,+420 545 211 576
176,http://www.drom.cz,https://www.drom.cz/contact-page/,contact,"576drom@drom.czI, elena.imider@drom.cz, kristina.fuchsova@drom.cz, kristina.harantova@drom.cz, radka.macharackova@drom.cz, nikola.polcakova@drom.cz, jiri.frolec@drom.cz, barbora.michalska@drom.cz, pavla.vincourova@drom.cz, ruzena.kristofova@drom.cz, katerina.bayerova@drom.cz, eva.krajcovicova@drom.cz, vera.ivicova@drom.cz, patricie.hanzlova@drom.cz, marie.skrdlikova@drom.cz, pavol.kassak@drom.cz, jana.safarikova@drom.cz, miroslav.zima@drom.cz, zuzana.marhoulova@drom.cz, tereza.hribova@drom.cz, martin.bock@drom.cz, radek.kratochvil@drom.cz, klara.tonkova@drom.cz, drom@drom.cz, klara.salle@drom.cz, kristyna.brozova@drom.cz, simona.wachsbergerova@drom.cz, dominika.brodecka@drom.cz, katerina.rencova@drom.cz, anna.husakova@drom.cz, pam@drom.cz, irena.gruberova@drom.cz, andrea.petkanicova@drom.cz, veronika.hotarkova@drom.cz, dagmar.adamcova@drom.cz, andrea.kubickova@drom.cz, ivana.gasparova@drom.cz, natasa.nezpevakova@drom.cz, rebeka.oprchalova@drom.cz, marcela.klimparova@drom.cz, michaela.tinkova@drom.cz, tereza.koprivova@drom.cz","+420 777 477 839, +420 603 140 936, +420 730 589 418, +420 602 784 434, +420 793 912 440, +420 730 166 316, +420 777 477 822, +420 730 850 426, +420 703 468 545, +420 739 783 761, +420 777 477 820, +420 774 036 996, 716399020, +420 728 141 490, +420 774 879 287, +420 774 035 996, +420 735 190 987, +420 777 477 835, +420 734 684 978, +420 731 692 955, +420 605 535 356, +420 730 163 125, +420 777 477 817, +420 605 894 146, +420 730 163 127, +420 604 225 218, +420 545 211 576, +420 733 188 473, +420 606 039 045, +420 734 261 450, +420 703 468 648, +420 603 140 282, +420 728 386 041, +420 777 477 819, +420 730 163 126, +420 733 613 989, +420 734 862 872, +420 777 477 821"
177,http://www.drom.cz,https://www.drom.cz/kontaktni-centrum/,contact,"alexandr.kreuz@drom.cz, klara.tonkova@drom.cz, drom@drom.cz, 125dominika.brodecka@drom.cz, katerina.rencova@drom.cz, jiri.frolec@drom.cz, barbora.kotaskova@drom.cz","+420 545 211 576, 730 163 125, +420 730 163 125, +420 730 163 127, +420 730 163 126, 545 211 576, +420 604 225 218"
178,http://ssub.cz,http://ssub.cz,main,"lucie.buranova@ub.cz, podatelna@ssub.cz, bronislav.vajdik@ssub.cz, ekonom@ssub.czHlavn, petra.babitsova@ssub.czDal","731 663 399, 572 612 574, 572 612 580, 607 694 244, 739 845 956, 572 612 578, 572 612 500, 572 805 223"
179,http://ssub.cz,http://ssub.cz/kontakty,contact,"lucie.buranova@ub.cz, podatelna@ssub.cz, ekonom@ssub.czHlavn, bronislav.vajdik@ssub.cz, petra.babitsova@ssub.czDal","572 612 574, 572 612 580, 607 694 244, 739 845 956, 572 612 578, 572 612 500, 572 805 223, 731 663 399"
180,http://www.linkaztracenedite.cz/,http://www.linkaztracenedite.cz/,main,"lucie.hermankova@cestazkrize.net, petr.kuzvart@cestazkrize.net, hana.tryznova@cestazkrize.net, .jarmila.kubankova@cestazkrize.net, EuropeHilde.demarre@missingchildreneurope.eu, jarmila.kubankova@cestazkrize.net, helena.brydlova@cestazkrize.net","+420 777 961 982, +420 777 961 982, 420 777 961, +420 777 169 545, +420 608 216 723, 604488036, 478 97 87 76"
181,http://www.linkaztracenedite.cz/,http://www.cestazkrize.net,contact,"petr.kuzvart@cestazkrize.net, hana.tryznova@cestazkrize.net, .jarmila.kubankova@cestazkrize.net, EuropeHilde.demarre@missingchildreneurope.eu, jarmila.kubankova@cestazkrize.net, helena.brydlova@cestazkrize.net","+420 777 961 982, 420 777 961, 604488036, +420 777 169 545, 478 97 87 76"
182,http://www.linkaztracenedite.cz/,http://www.linkaztracenedite.cz/#kontakt,contact,"lucie.hermankova@cestazkrize.net, jarmila.kubankova@cestazkrize.net","+420 608 216 723, +420 777 961 982"
183,http://www.pppkv.cz/,http://www.pppkv.cz/,main,"sekretariat@pppkv.czDatov, info-cheb@pppkv.cz, info-sokolov@pppkv.cz","733 673 511, +420 728 373 132, 728 373 132, 602 572 887"
184,http://www.kh.charita.cz,http://www.kh.charita.cz,main,charita@kh.hk.caritas.cz,"327 313 110, 327 315 719, 327 313 110, 441888359"
185,http://www.kh.charita.cz,http://www.kh.charita.cz/pomahame/obcanska-poradna/kontaktni-formular-obcanska-poradna-kutna-hora/,contact,charita@kh.hk.caritas.cz,"327 313 110, 441888359"
186,http://www.kh.charita.cz,http://www.kh.charita.cz/kdo-jsme/kontakt/,contact,charita@kh.hk.caritas.cz,"327 313 110, 327 313 110, 327 315 719, 441888359"
187,http://www.kh.charita.cz,http://www.kh.charita.cz/kdo-jsme/kontakt/kontaktni-formular-obcanske-poradny-kutna-hora/,contact,charita@kh.hk.caritas.cz,"327 313 110, 441888359"
188,http://www.kodytkova.cz/,http://www.kodytkova.cz/,main,kodytkovaj@seznam.cz,"721 979 708, 350506-230"
189,http://www.kodytkova.cz/,http://www.kodytkova.cz/kontakt/,contact,kodytkovaj@seznam.cz,"721 979 708, 350506-230"
190,http://www.bkb.cz,http://www.bkb.cz,main,"centrala.praha@bkb.cz, 116006@bkb.cz","475 603 390, 284 016 666, 257 317 110, 800 157 157, 605 952 852, 732 842 664, 257 317 110, 739 449 275, 241 432 466, 485 150 707, 732 577 520, 732 700 533, 222 580 697, 257 317 100, 541 218 122, 602 246 102, 193760233, 387 200 094, 734 157 200, 734 479 644, 731 306 411, 606 631 551, 732 923 462"
191,http://www.bkb.cz,http://www.bkb.cz/o-nas/zakladni-udaje-o-organizaci/,contact,"centrala.praha@bkb.cz, 116006@bkb.cz","257 317 110, 193760233"
192,http://www.bkb.cz,http://www.bkb.cz/o-nas/poslani-a-cinnost/,contact,,257 317 110
193,http://www.bkb.cz,http://www.bkb.cz/aktuality/n1013-transgeneracni-prenos-domaciho-nasili/,contact,,
194,http://www.bkb.cz,http://www.bkb.cz/pro-odborniky/policiste-straznici/policista-v-kontaktu-s-obeti-tc/,contact,,"222 580 697, 475 603 390, 284 016 666, 602 246 102, 257 317 110, 800 157 157, 241 432 466"
195,http://www.bkb.cz,http://www.bkb.cz/pomoc-obetem/domaci-nasili/aktualni-informace-v-oblasti-domaciho-nasili-k-1-1-2009/,contact,,
196,http://www.bkb.cz,http://www.bkb.cz/pro-odborniky/policiste-straznici/bezpecnostni-plan-pro-obeti-domaciho-nasili/,contact,,
197,http://www.bkb.cz,http://www.bkb.cz/kontakt/,contact,,
198,http://plzenskypsycholog.cz/,http://plzenskypsycholog.cz/,main,ordinacekp@seznam.cz,"670100-221, 022-0129-53, +420 731 298 018"
199,http://plzenskypsycholog.cz/,http://plzenskypsycholog.cz/kontakt,contact,ordinacekp@seznam.cz,"670100-221, +420 731 298 018"
200,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz,main,"stepanka.dolezalova@nemk.cz, misa.iblova@nemk.cz, lenka.holubova@nemk.cz, jitka.berankova@nemk.cz, michal.feix@nemk.cz, iva.rusinova@nemk.cz, ivana.jelinkova@nemk.cz, dobrovolnici@nemk.cz, lucie.lidicka@nemk.cz, info@nemk.cz, marcela.zuzova@nemk.cz, alice.mladkova@nemk.cz, zbynek.boublik@nemk.cz, marketa.lehka@nemk.cz, ivana.krckova@nemk.cz, daniela.nedvedova@nemk.cz, lenka.zemanova@nemk.cz, sekretariat@nemk.cz, radek.ruzicka@nemk.cz, martin.soucek@nemk.cz, dpo@nemk.cz, libor.zahradnicek@nemk.cz, pavel.valusek@nemk.cz, faktury@nemk.cz","312 606 782, +420 312 606 111, 312 606 818, 312 606 201, 312 606 445, 312 606 461, 312 606 120, 312 606 183, 774 422 190, 312 606 180, 312 606 837, 606 614 127, 312 606 111, 312 606 176, 312 606 425, 312 606 492, 312 606 340, 312 606 856, 312 606 596, 312 606 131, 312 606 176, 312 606 246, 312 606 593, 312606358, 312 606 537, 312 606 870, 312 606 465, 312 606 862, 312 606 354, 312606171, 312 606 365, 722 974 573, 312 606 421, 312 606 467, 312 606 515, 312 606 544, 312 606 247, 312 606 298, 312 606 423, 312 606 275, 722 976 662, 312 606 637, +420 312 606 111, 312 606 769, 312 606 135, 312 606 592, 312 606 140, 312 606 581, 312 606 225, 312 606 547, 312 606 150, 312 606 180, 312 606 189, 702 204 314, 312 606 260, 312 606 857, 312 606 224, 312 406 408, 312 606 385, 312606353, 312 606 839, 312 606 408, 312 606 286, 312 606 620, 312 606 673, 312 606 177, 720 93 83 26, 312 606 297, 312 606 280, 312 606 513, 312 606 464, 312 606 375, +420 312 606 473, 774 958 464, 774 958 466, 312 606 212, 312 606 119, 312 606 247, +420 312 606 474, 312 606 230, 312 606 152, 312 606 262, 312 606 248, 312 606 490, 312 606 351, 312 606 356, 312 606 359, 607 065 277, 312606374, 312 606 505, 1548272 59, 312 606 576, 312 606 208, 312 606 587, 312 606 126, 312 606 203, 312 606 297, 312 606 132, 312 606 270, 312 606 485, 312 606 495, 312 606 496, 312 606 448, +420 312 606 476, 312 606 455, 312 606 407, 312 606 252, 312 606 353, 312 606 468, 312 606 256, 312 606 461, 312 606 581, 312 606 501, 739 024 390, 312 606 345, 312 606 466, 312 606 500, 312 606 125, 312 606 865, +420 800 888 155, 312 606 228, 312 606 325, 312 606 323, 312 606 389, 312 606 322, 312 606 475"
201,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/nemocnice/obchodni-oddeleni/kontakty-obchodni,contact,info@nemk.cz,"+420 312 606 111, 702 204 314, 312 606 252, 774 958 464, 312 606 870, +420 312 606 111, +420 800 888 155, 312 606 111, 312 606 286, 312 606 421, 312 606 515"
202,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicky-farmaceut/klinicky-farmaceut,contact,info@nemk.cz,"+420 312 606 111, +420 312 606 111, +420 800 888 155, 312 606 111, 720 93 83 26"
203,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/oddeleni-hygieny-a-epidemiologie/hygiena,contact,info@nemk.cz,"312 606 111, +420 800 888 155, +420 312 606 111, +420 312 606 111"
204,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/ostatni/detska-skupina-rybicka/kontakty-detska-skupina,contact,info@nemk.cz,"+420 312 606 111, 1548272 59, 312 606 637, +420 312 606 111, +420 800 888 155, 312 606 111"
205,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/interni-obory/interni-oddeleni/personal-a-kontakty-interna,contact,info@nemk.cz,"312 606 782, 312 606 375, +420 312 606 111, 312 606 201, 312 606 596, 312 606 131, 312 606 224, 312 606 275, 312 606 208, +420 312 606 111, 312 606 203, 312 606 228, +420 800 888 155, 312 606 248, 312 606 119, 312 606 225, 312 606 111, 312 606 356"
206,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/komplement/klinicka-laborator/personal-laborator,contact,info@nemk.cz,"+420 312 606 111, 312 606 461, 312 606 183, 312 606 180, 312 606 247, 312 606 111, 312 606 176, 312 606 176, 312 606 246, 312 606 593, 312 606 465, 312 606 544, 312 606 247, +420 312 606 111, 312 606 581, 312 606 180, 312 606 461, 312 606 581, +420 800 888 155, 312 606 325, 312 606 177"
207,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/chirurgicke-obory/ocni-oddeleni/kontakty-ocni,contact,info@nemk.cz,"+420 312 606 473, +420 312 606 111, +420 312 606 111, +420 800 888 155, +420 312 606 474, 312 606 111, +420 312 606 476"
208,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/chirurgicke-obory/urologie/kontakty-urologie,contact,info@nemk.cz,"+420 312 606 111, 312 606 298, +420 312 606 111, 312 606 297, +420 800 888 155, 312 606 111, 312 606 297"
209,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/komplement/rdg/personal-a-kontakty-rdg,contact,info@nemk.cz,"+420 312 606 111, 312 606 353, 312606358, 312 606 769, +420 312 606 111, 312606353, +420 800 888 155, 312 606 354, 312606171, 312 606 351, 312 606 389, 312 606 111, 312 606 448, 312606374"
210,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/kontakty,contact,"misa.iblova@nemk.cz, jitka.berankova@nemk.cz, iva.rusinova@nemk.cz, info@nemk.cz, marcela.zuzova@nemk.cz, zbynek.boublik@nemk.cz, ivana.krckova@nemk.cz, sekretariat@nemk.cz, dpo@nemk.cz, libor.zahradnicek@nemk.cz, pavel.valusek@nemk.cz, faktury@nemk.cz, stepanka.dolezalova@nemk.cz, lenka.holubova@nemk.cz, michal.feix@nemk.cz, ivana.jelinkova@nemk.cz, dobrovolnici@nemk.cz, lucie.lidicka@nemk.cz, alice.mladkova@nemk.cz, marketa.lehka@nemk.cz, daniela.nedvedova@nemk.cz, lenka.zemanova@nemk.cz, radek.ruzicka@nemk.cz, martin.soucek@nemk.cz","312 606 513, +420 312 606 111, 312 606 445, 312 606 120, 774 422 190, 312 606 837, 606 614 127, 312 606 111, 312 606 425, 312 606 230, 312 606 492, 312 606 340, 312 606 856, 312 606 537, 312 606 475, 312 606 862, 312 606 152, 312 606 262, 312 606 365, 312 606 490, 722 974 573, 312 606 359, 607 065 277, 312 606 421, 312 606 467, 312 606 515, 312 606 423, 312 606 576, 722 976 662, 312 606 587, 312 606 135, 312 606 126, 312 606 132, 312 606 270, 312 606 140, 312 606 637, 312 606 485, +420 312 606 111, 312 606 547, 312 606 455, 312 606 407, 312 606 252, 312 606 260, 702 204 314, 312 606 256, 312 606 857, 312 606 468, 312 606 501, 739 024 390, 312 606 345, 312 606 385, 312 606 125, 312 606 839, 312 606 865, +420 800 888 155, 312 606 323, 312 606 322, 312 606 286, 312 606 620, 312 606 673, 312 606 280"
211,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/ostatni/dobrovolnicka-cinnost/kontakty-dobrovolnici,contact,info@nemk.cz,"+420 312 606 111, 312 606 189, 722 976 662, +420 312 606 111, +420 800 888 155, 312 606 340, 312 606 111"
212,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/chirurgicke-obory/urologie/o-nas,contact,info@nemk.cz,"312 606 111, +420 800 888 155, +420 312 606 111, +420 312 606 111"
213,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/interni-obory/kozni-oddeleni/kontakty-a-ordinacni-hodiny-kozni,contact,,
214,http://www.nemocnicekladno.cz,http://www.nemocnicekladno.cz/oddeleni/interni-obory/pneumologicke-oddeleni/ambulance,contact,info@nemk.cz,"+420 312 606 111, 312 606 818, 312 606 505, 312 606 500, 312 406 408, 312 606 592, +420 312 606 111, 312 606 495, 312 606 212, +420 800 888 155, 312 606 408, 312 606 496, 312 606 111"
215,http://psychologtabor.cz/,http://psychologtabor.cz/,main,info@psychologtabor.cz,+420 770 779 600
216,http://psychologtabor.cz/,http://psychologtabor.cz/psycholog-kontakt/,contact,info@psychologtabor.cz,+420 770 779 600
217,http://www.dumtriprani.cz/,http://www.dumtriprani.cz/,main,,"235 302 698, 170285379, 602 235 074, 754025700, 607 199 291, 608 173 556, 724 865 400, 602 662 063, 606 664 262"
218,http://www.dumtriprani.cz/,https://www.dumtriprani.cz/o-nas/kontakty/,contact,,"235 302 698, 170285379, 602 235 074, 754025700, 607 199 291, 608 173 556, 724 865 400, 602 662 063, 606 664 262"
219,http://www.dumtriprani.cz/,https://www.dumtriprani.cz/o-nas/,contact,,
220,http://www.akademickyustav.cz,http://www.akademickyustav.cz,main,"kancelar@akademickyustav.czdatov, kancelar@proskolime.cz","+420 724 112 344, +420 596 315 303, 596 315 304"
221,http://www.akademickyustav.cz,https://www.akademickyustav.cz/kontakt/,contact,"kancelar@akademickyustav.czdatov, kancelar@proskolime.cz","+420 724 112 344, +420 596 315 303, 596 315 304"
222,http://www.akademickyustav.cz,https://www.akademickyustav.cz/o-nas-auk/,contact,kancelar@proskolime.cz,+420 724 112 344
223,http://www.janbetlach.cz/,http://www.janbetlach.cz/,main,,724 087 978
224,http://www.janbetlach.cz/,http://www.janbetlach.cz/#kontakt,contact,,724 087 978
225,http://sela.webnode.cz/,http://sela.webnode.cz/,main,sela@o2active.cz,"321722180, 321 722 180, 197183989, 723858018, 723 858 018"
226,http://sela.webnode.cz/,http://sela.webnode.cz/o-nas/,contact,sela@o2active.cz,"321722180, 321 722 180, 197183989, 723858018, 723 858 018"
227,http://sela.webnode.cz/,http://sela.webnode.cz/kontakt/,contact,sela@o2active.cz,"321722180, 321 722 180, 197183989, 723858018, 723 858 018"
228,http://www.nemdac.cz,http://www.nemdac.cz,main,211info@nemda.cz,"+420 384 358 211, 384 358 295, 384 358 201, 384 358 221, 774 933 833, +420 384 358 276, 384 423 053, 384 358 211, 384 376 456, 384 358 200, 384 493 213, 384 358 296, 384 456 325, 384 358 292"
229,http://www.nemdac.cz,https://nemda.cz/o-nas/,contact,211info@nemda.cz,"+420 384 358 211, +420 384 358 276"
230,http://www.nemdac.cz,https://nemda.cz/kontakty/,contact,211info@nemda.cz,"+420 384 358 211, +420 384 358 276, 384 358 211, 384 358 200"
231,http://www.ponton.cz,http://www.ponton.cz,main,"pesirova@ponton.cz, konasova@ponton.cz, luptak@ponton.cz, benes@ponton.cz, zelena@ponton.cz, info@ponton.cz, krohanova@ponton.cz, hulec@ff.zcu.cz","777 559 509, 777 801 884, 773 334 363, 240052520, 773 334 363, 608 936 116, 603 226 615, +420773334363, 605 336 697"
232,http://www.ponton.cz,https://ponton.cz/category/ponton/napsali-o-nas/,contact,info@ponton.cz,"240052520, 773 334 363"
233,http://www.ponton.cz,https://ponton.cz/kontakty/,contact,"pesirova@ponton.cz, konasova@ponton.cz, luptak@ponton.cz, benes@ponton.cz, zelena@ponton.cz, info@ponton.cz, krohanova@ponton.cz, hulec@ff.zcu.cz","777 559 509, 777 801 884, 773 334 363, 240052520, 773 334 363, 608 936 116, 603 226 615, +420773334363, 605 336 697"
234,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/,main,podatelna@opppvyskov.cz,"605 417 216, +420 517 348 706, 516 454 178, 721 754 139, 605 286 685, 516 417 431, 517 348 706"
235,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/index.php/contacts,contact,podatelna@opppvyskov.cz,+420 517 348 706
236,http://www.opppvyskov.cz/,http://www.opppvyskov.cz/index.php/o-nas,contact,,
237,http://poradnaln.cz,http://poradnaln.cz,main,netopilovalucie@gmail.com,734 378 911
238,http://poradnaln.cz,http://poradnaln.cz/kontakt.html,contact,netopilovalucie@gmail.com,734 378 911
239,http://www.cdzkm.cz/,http://www.cdzkm.cz/,main,"psychiatriivecerkovajana@pnkm.cz, 491kasanovai@pnkm.cz, kvernaj@cdzkm.cz, psychiatriizonaj@pnkm.cz, 490nohylovam@cdzkm.cz, ksvacinovam@cdzkm.cz, chsvrcinam@cdzkm.cz, 509bezdomnikovaf@pnkm.cz, info@cdzkm.cz, psychiatriidolezalovar@pnkm.cz, konzultantpatikoval@cdzkm.cz, 689romanovas@cdzkm.cz, psychiatriijanicekl@pnkm.cz, 491strasakovah@pnkm.cz, psychiatriismidovap@pnkm.cz","603 974 689, 735 756 491, 736 490 509, 735 756 490"
240,http://www.cdzkm.cz/,http://www.cdzkm.cz/kontakt.html,contact,"psychiatriivecerkovajana@pnkm.cz, 491kasanovai@pnkm.cz, kvernaj@cdzkm.cz, psychiatriizonaj@pnkm.cz, 490nohylovam@cdzkm.cz, ksvacinovam@cdzkm.cz, chsvrcinam@cdzkm.cz, 509bezdomnikovaf@pnkm.cz, info@cdzkm.cz, psychiatriidolezalovar@pnkm.cz, konzultantpatikoval@cdzkm.cz, 689romanovas@cdzkm.cz, psychiatriijanicekl@pnkm.cz, 491strasakovah@pnkm.cz, psychiatriismidovap@pnkm.cz","603 974 689, 735 756 491, 736 490 509, 735 756 490"
241,http://www.fokus-mb.cz,http://www.fokus-mb.cz,main,"621jecna@fokus-mb.czMgr, 039kolajova@fokus-mb.czMichala, 102cerna.rynesova@fokus-mb.cz, 037ticha@fokus-mb.cz, 408capoun@fokus-mb.czRadka, 420zemenova@fokus-mb.czMartina, 000svancarova@fokus-mb.czMUDr, 068pisova@fokus-mb.czIveta, 011svestkova@fokus-mb.czPetr, 456harapes@fokus-mb.czJana, 009kendrova@fokus-mb.cz, 019motylova@fokus-mb.czKate, 069stachova@fokus-mb.czMark, 001zichova@fokus-mb.czMgA, 227sneberkova@fokus-mb.czNikola, 004grusova@fokus-mb.cz, 072sura@fokus-mb.czBc, 049masopust@fokus-mb.czPetr, 238stefl@fokus-mb.czMgr, 156slabova@fokus-mb.czRen, 010kolatorova@fokus-mb.czDagmar, 600vrazelova@fokus-mb.czJi, 042kubinova@fokus-mb.czJan, 920adam@fokus-mb.czPavla, 620chladkova@fokus-mb.czBc, 078jirakova@fokus-mb.czMichaela, 486teperova@fokus-mb.czMagda, 046rezacova@fokus-mb.cz, 421dlouha@fokus-mb.czJi, mazik@fokus-mb.cz, 402simonova@fokus-mb.czMgr, 042kubinova@fokus-mb.czMgr, 036opocenska@fokus-mb.czBc, 700petraskova@fokus-mb.czNikola, 018svobodova@fokus-mb.czBc, 070honcova@fokus-mb.czAd, 102cerna.rynesova@fokus-mb.czMSc, 229cyrusova@fokus-mb.czBarbora, 736korkosova@fokus-mb.czZuzana, 067najbrtova@fokus-mb.czBc, 134lamerova@fokus-mb.czBarbora, 029strakova@fokus-mb.czAndrea, 043slezakova@fokus-mb.czMgr, 077hodakova@fokus-mb.czJudita, 057vitova@fokus-mb.czNina, 014mullerova@fokus-mb.czMgr, 033goldmanova@fokus-mb.czZdenka, 487bajecna@fokus-mb.czPavla, 048kakosova@fokus-mb.czMagdal, 006vejdelkova@fokus-mb.czMartina, 075capkova2@fokus-mb.czBc, 008blazkova2@fokus-mb.cz, 040capkova@fokus-mb.czLenka, 047rydlova@fokus-mb.czLudmila, 000svancarova@fokus-mb.czMgr, 279schwarzerova@fokus-mb.czIveta, 043vondrackova@fokus-mb.czIng, 097mareckova@fokus-mb.czBc, 689pabista@fokus-mb.czMgr, 034blazkova@fokus-mb.czMonika, 044zabenska@fokus-mb.czJana, 032kronusova@fokus-mb.czDenisa, 444pospisilova@fokus-mb.cz, 045krizkova@fokus-mb.czAd, 052machova@fokus-mb.czMichaela, 002kubikova@fokus-mb.czAndrea, 058vackova@fokus-mb.cz, 022liskovcova@fokus-mb.czS, 028vitek@fokus-mb.czHelena, 015sekretar@fokus-mb.czJan, 021novak@fokus-mb.cz, 531krocek@fokus-mb.czLadislav, 027mullerova2@fokus-mb.czJi, 042benes@fokus-mb.czMUDr, konzultantskalova@fokus-mb.czMUDr, 033goldmanova@fokus-mb.czMgr, 076novotna@fokus-mb.cz, 063strouhalova@fokus-mb.cz, 329krmelova@fokus-mb.czMgr, 006vejdelkova@fokus-mb.czJan, 025tachova@fokus-mb.czBlanka, 009elvirova@fokus-mb.czBc, 099stuchlik@fokus-mb.czOld, 007hrusova@fokus-mb.cz, 937martin.bernot@pnkosmonosy.czPhDr, 523lorenzova@fokus-mb.czVeronika, 061hunorova@fokus-mb.czTom, 031valickova@fokus-mb.czTereza, 427pecinova@fokus-mb.czBc, 017rimkova@fokus-mb.cz, 024fafejta@fokus-mb.czV, 490herbstova@fokus-mb.czPetra, 041zachova@fokus-mb.czBc, 062valentova@fokus-mb.czJana, 998valentova2@fokus-mb.czPavla, 071bechnik@fokus-mb.czMgr, 016petrackova@fokus-mb.czKrist, 013bursova@fokus-mb.cz, 239pulcova@fokus-mb.czPetra, 606sleglova@fokus-mb.czV, 080hulova2@fokus-mb.czRenata, 036opocenska@fokus-mb.cz","775 562 002, 326 725 814, 775 562 057, 775 562 047, 775 562 076, 778 749 043, 773 741 097, 778 712 227, 775 562 014, 770 149 279, 775 562 007, 775 872 229, 775 562 032, 775 562 022, 775 562 042, 771 235 523, 775 562 016, 775 562 034, 775 562 040, 775 562 063, 771 235 487, 775 880 998, 775 562 052, 770 168 531, 775 562 013, 775 562 037, 775 562 021, 775 562 046, 778 439 402, 777 481 102, 777 768 606, 775 562 067, 778 457 329, 775 562 069, 775 562 078, 736 686 920, 771 235 486, 773 762 421, 775 562 004, 773 762 420, 775 562 028, 775 562 033, 778 743 600, 775 562 049, 770 153 134, 777 453 621, 777 453 620, 775 562 043, 773 779 456, 775 562 025, 775 562 068, 775 562 070, 775 888 427, 777 365 238, 775 562 080, 775 562 045, 775 562 041, 775 562 015, 775 562 011, 775 562 001, 775 562 062, 770 153 156, 775 562 010, 775 562 031, 771 235 490, 775 562 018, 775 562 024, 778 737 700, 778 449 584, 770 137 444, 775 562 077, 775 562 048, 775 562 075, 775 562 036, 775 562 019, 775 562 038, 775 562 006, 777 365 239, 770 165 689, 770 177 736, 775 562 044, 778 749 042, 775 562 008, 775 562 027, 775 562 029, 775 562 009, 777 680 408, 775 562 012, 775 562 072, 775 562 017, 608 130 099, 775 562 058, 777 367 061, 777 357 937, 775 562 000, 775 562 039, 775 562 071, 227756800, 773 763 009"
