,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
110,http://www.ulita.cz/,http://www.ulita.cz/o-nas,contact,recepce@ulita.cz,"250048234, 222 990 330, 200018383"
111,https://psychiatriekv.cz/,https://psychiatriekv.cz/,main,vl.zelenka@gmail.comAsistent,"774 317 577, +420 774 317 577"
112,https://psychiatriekv.cz/,tel:+420774317577,contact,,
113,http://www.pppnj.cz,http://www.pppnj.cz,main,"h.pychova@pppnj.cz, detas.kopr@pppnj.cz, e.gocalova@pppnj.cz, metodik.spu@pppnj.cz, info@pppnj.czID, v.chmelova@pppnj.cz, d.balcar@pppnj.cz, ompa@pppnj.cz, soc.prac@pppnj.cz, j.sopuchova@pppnj.cz, m.sauerova@pppnj.cz, a.mikulastikova@pppnj.cz, t.hejzakova@pppnj.cz, hospodarka@pppnj.cz, info@pppnj.cz, reditel@pppnj.cz, p.bilek@pppnj.cz, d.ondrejkova@pppnj.cz","+420 556 771 149, +420 604 221 947, +420 556 879 635, 556 771 144, +420 556 771 140, 731 664 765, +420 731 664 765, +420 556 771 142, +420 556 771 145, +420 556 771 143, +420 556 771 144, +420 556 771 146, +420 556 771 147, 556 879 635"
114,http://www.pppnj.cz,http://www.pppnj.cz/kontakty/,contact,"info@pppnj.czID, detas.kopr@pppnj.cz, info@pppnj.cz","+420 556 879 635, +420 556 771 144, +420 731 664 765"
115,http://www.pppnj.cz,http://www.pppnj.cz/kontakty/kontaktni-informace/,contact,"a.mikulastikova@pppnj.cz, h.pychova@pppnj.cz, t.hejzakova@pppnj.cz, e.gocalova@pppnj.cz, detas.kopr@pppnj.cz, hospodarka@pppnj.cz, info@pppnj.cz, reditel@pppnj.cz, metodik.spu@pppnj.cz, p.bilek@pppnj.cz, v.chmelova@pppnj.cz, info@pppnj.czID, d.balcar@pppnj.cz, d.ondrejkova@pppnj.cz, ompa@pppnj.cz, soc.prac@pppnj.cz, j.sopuchova@pppnj.cz, m.sauerova@pppnj.cz","731 664 765, +420 556 771 142, +420 731 664 765, +420 556 771 147, +420 556 771 145, +420 556 771 143, +420 556 771 149, +420 604 221 947, +420 556 879 635, +420 556 771 146, +420 556 771 144, 556 771 144, +420 556 771 140, 556 879 635"
116,http://www.sojka.hbnet.cz,http://www.sojka.hbnet.cz,main,"sojka.honza@gmail.comOd, ambulance@hbnet.cz","211388810, 210857969, 211063061, 000211388, 795048302, 702 054 888, 272700000, 602 610 715"
117,http://www.proximasociale.cz/,http://www.proximasociale.cz/,main,"nozarova@proximasociale.cz, prevence-ms@proximasociale.cz, prevence@proximasociale.cz, podporarodiny@proximasociale.cz, poradna@proximasociale.cz, leksova@proximasociale.cz, office@proximasociale.cz, probace@proximasociale.cz","+420 777 471 805, +420 775 610 001, +420 775 561 040, +420 777 471 828, +420 241 770 232, +420 773 945 577, +420 777 471 803, +420 777 471 807, +420 775 413 551, +420 773 740 239, +420 775 637 050, +420 777 773 957, +420 775 610 453, +420 777 471 805, +420 775 413 548, +420 277 007 280, +420 777 471 800, +420 777 778 117, +420 777 249 002, +420 775 608 508, +420 777 471 800, 584204024, +420 774 610 017, +420 775 637 050"
118,http://www.proximasociale.cz/,http://www.proximasociale.cz/proxima-sociale/kontakty/,contact,"nozarova@proximasociale.cz, prevence-ms@proximasociale.cz, prevence@proximasociale.cz, podporarodiny@proximasociale.cz, poradna@proximasociale.cz, leksova@proximasociale.cz, office@proximasociale.cz, probace@proximasociale.cz","+420 775 610 001, +420 777 471 807, +420 775 637 050, +420 777 773 957, +420 277 007 280, +420 777 471 800, +420 777 249 002, +420 774 610 017, +420 777 471 805, +420 775 561 040, +420 241 770 232, +420 773 945 577, +420 777 471 803, +420 775 413 551, +420 773 740 239, +420 775 610 453, +420 777 471 805, +420 775 413 548, +420 777 778 117, +420 775 608 508, +420 777 471 800, 584204024, +420 777 471 828, +420 775 637 050"
119,http://www.proximasociale.cz/,http://www.proximasociale.cz/proxima-sociale/o-nas/,contact,,
120,http://www.psychiatriegrimova.cz/,http://www.psychiatriegrimova.cz/,main,MudrGrimova@centrum.cz,732 250 568
121,http://www.psychiatriegrimova.cz/,http://www.psychiatriegrimova.cz/o-nas/,contact,,
122,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz,main,mpo@mpo.otrokovice.cz,"577 922 056, 577 922 228, 573 770 323, 577 921 855, 575 758 522, 577 921 838, 577 921 839, 577 932 656, 577 921 849, 577 932 718, 577 921 852, 576 771 855, 577 932 657, 577 921 841, 571 666 361, 577 932 654, 732 841 907, 577 477 163, 577 923 390, 577 921 835, 777 282 030, 577 923 340, 606 797 110, 774 721 473, 577 921 842, 577 921 861, 774 775 229, 737 144 695, 776 844 284, 577 921 854, 606 342 100, 775 665 388, 777 685 338, 605 273 181, 608 401 922, 774 775 138, 577 922 300, 577 921 848, 730 604 497, 773 054 662, 577 921 844, 577 932 712, 774 775 178"
123,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz/kontakt,contact,mpo@mpo.otrokovice.cz,"577 477 163, 577 923 390, 577 922 056, 577 921 835, 577 922 228, 573 770 323, 777 282 030, 577 921 855, 575 758 522, 577 921 838, 577 923 340, 577 921 839, 577 932 656, 577 921 849, 606 797 110, 577 932 718, 577 921 852, 774 721 473, 577 921 842, 577 921 861, 774 775 229, 737 144 695, 776 844 284, 577 921 854, 606 342 100, 576 771 855, 775 665 388, 777 685 338, 577 932 657, 605 273 181, 608 401 922, 774 775 138, 577 922 300, 577 921 841, 571 666 361, 577 921 848, 577 932 654, 773 054 662, 730 604 497, 577 921 844, 577 932 712, 774 775 178, 732 841 907"
124,https://poliklinika-otrokovice.cz,javascript:void(0);,contact,,
125,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz/kontakt/,contact,mpo@mpo.otrokovice.cz,"577 477 163, 577 923 390, 577 922 056, 577 921 835, 577 922 228, 573 770 323, 777 282 030, 577 921 855, 575 758 522, 577 921 838, 577 923 340, 577 921 839, 577 932 656, 577 921 849, 606 797 110, 577 932 718, 577 921 852, 774 721 473, 577 921 842, 577 921 861, 774 775 229, 737 144 695, 776 844 284, 577 921 854, 606 342 100, 576 771 855, 775 665 388, 777 685 338, 577 932 657, 605 273 181, 608 401 922, 774 775 138, 577 922 300, 577 921 841, 571 666 361, 577 921 848, 577 932 654, 773 054 662, 730 604 497, 577 921 844, 577 932 712, 774 775 178, 732 841 907"
126,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz/napsali-o-nas/,contact,mpo@mpo.otrokovice.cz,577 922 228
127,http://www.sojka.hbnet.cz/,http://www.sojka.hbnet.cz/,main,"sojka.honza@gmail.comOd, ambulance@hbnet.cz","211388810, 210857969, 211063061, 000211388, 795048302, 702 054 888, 272700000, 602 610 715"
128,http://znojmo.charita.cz/,http://znojmo.charita.cz/,main,znojmo@znojmo.charita.cz,"585 900 247, 202420232, 420008387, 515 220 768, 202019201, 022202120, 515 220 768, 201920182"
129,http://znojmo.charita.cz/,http://znojmo.charita.cz/kontakty/,contact,znojmo@znojmo.charita.cz,"202420232, 515 220 768, 202019201, 022202120, 515 220 768, 201920182"
130,http://znojmo.charita.cz/,http://znojmo.charita.cz/o-nas/,contact,znojmo@znojmo.charita.cz,"585 900 247, 202420232, 420008387, 202019201, 022202120, 515 220 768, 201920182"
131,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz,main,info@jhradec.charita.cz,"731 604 400, 605 791 147, 776 031 424, 241041057, 732 676 031, 731 402 982, 730 540 628, 739 744 039, 386 353 120, 731 604 554, 731 604 554, 732 739 531"
132,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz/kontakty/,contact,info@jhradec.charita.cz,"730 540 628, 731 604 400, 386 353 120, 739 744 039, 605 791 147, 776 031 424, 731 604 554, 731 604 554, 732 676 031, 241041057, 731 402 982, 732 739 531"
133,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz/aktualne/napsali-o-nas/,contact,info@jhradec.charita.cz,"731 604 554, 241041057"
134,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz/aktualne/napsali-o-nas/trikralove-sbirky-byly-letos-v-jindrichove-hradci-a-v-tabore-rekordne-uspesne/,contact,info@jhradec.charita.cz,"731 604 554, 241041057"
135,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz/o-nas/kontaktujte-nas/,contact,info@jhradec.charita.cz,"386 353 120, 605 791 147, 731 604 554, 731 604 554, 732 676 031, 241041057, 732 739 531"
136,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz/aktualne/napsali-o-nas/k-m-b-psali-trikralovi-kolednici-take-v-kardasove-recici/,contact,info@jhradec.charita.cz,"731 604 554, 241041057"
137,http://www.vidacr.cz,http://www.vidacr.cz,main,"erkapodgornych@vidacr.cz, erhendrych@vidacr.cz, nkolin@vidacentrum.cz, plzen@vidacentrum.cz, vida@vidacr.czweb, umperksumperk@vidacentrum.cz, krakovnik@vidacentrum.cz, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.czPraha, prachatice@vidacentrum.cz, rakovnik@vidacentrum.cz, Prahapraha@vidacentrum.cz, Brnobrno@vidacentrum.cz, brno@vidacentrum.cz, styblikova@vidacr.czTelefon, brno@vidacentrum.czJemnice, Pardubicepardubice@vidacentrum.cz, kolin@vidacentrum.cz, praha@vidacentrum.cz, sumperk@vidacentrum.cz, pardubice@vidacentrum.czPlze, pardubice@vidacentrum.cz, plzen@vidacentrum.czPrachatice, vida@vidacr.cz, icelitomerice@vidacentrum.cz, kolin@vidacentrum.czLitom, Prachaticeprachatice@vidacentrum.cz, jemnice@vidacentrum.cz, litomerice@vidacentrum.czPardubice, praha@vidacentrum.czRakovn, jemnice@vidacentrum.czKol, Jemnicejemnice@vidacentrum.cz","775 585 155, +420 775 585 156, 775 585 153, +420 775 585 153, 775 585 156, 215178359, +420 233 372 668, 775 585 163, +420 775 585 160, 775 585 154, +420 775 585 154, 775 585 158, 775 585 159, +420 775 585 158, 775 585 157, +420 602 758 698, +420 775 585 155, 775 585 160, +420 775 585 159, 775 585 162, +420 775 585 351"
138,http://www.vidacr.cz,http://www.vidacr.cz/o-nas/,contact,"erkapodgornych@vidacr.cz, erhendrych@vidacr.cz, nkolin@vidacentrum.cz, plzen@vidacentrum.cz, umperksumperk@vidacentrum.cz, krakovnik@vidacentrum.cz, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.cz, Prahapraha@vidacentrum.cz, Brnobrno@vidacentrum.cz, brno@vidacentrum.cz, styblikova@vidacr.czTelefon, Pardubicepardubice@vidacentrum.cz, kolin@vidacentrum.cz, praha@vidacentrum.cz, sumperk@vidacentrum.cz, pardubice@vidacentrum.cz, vida@vidacr.cz, icelitomerice@vidacentrum.cz, Prachaticeprachatice@vidacentrum.cz, jemnice@vidacentrum.cz, Jemnicejemnice@vidacentrum.cz","775 585 155, 775 585 156, 775 585 163, +420 775 585 160, +420 775 585 154, 775 585 159, +420 775 585 158, +420 602 758 698, +420 775 585 155, 775 585 160, +420 775 585 159, +420 775 585 351, +420 775 585 156, 775 585 153, +420 775 585 153, +420 233 372 668, 775 585 154, 775 585 158, 775 585 157, 775 585 162"
139,http://www.vidacr.cz,http://www.vidacr.cz/kontakt/,contact,"plzen@vidacentrum.cz, vida@vidacr.czweb, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.czPraha, prachatice@vidacentrum.cz, rakovnik@vidacentrum.cz, brno@vidacentrum.cz, brno@vidacentrum.czJemnice, kolin@vidacentrum.cz, praha@vidacentrum.cz, pardubice@vidacentrum.czPlze, sumperk@vidacentrum.cz, pardubice@vidacentrum.cz, plzen@vidacentrum.czPrachatice, vida@vidacr.cz, kolin@vidacentrum.czLitom, jemnice@vidacentrum.cz, litomerice@vidacentrum.czPardubice, praha@vidacentrum.czRakovn, jemnice@vidacentrum.czKol","775 585 159, 775 585 155, 775 585 153, 775 585 156, 775 585 157, 215178359, +420 233 372 668, 775 585 160, 775 585 162, 775 585 163, 775 585 154, 775 585 158"
140,http://www.psycholog-praha.pro/,http://www.psycholog-praha.pro/,main,,
141,http://www.unko.cz,http://www.unko.cz,main,,
142,http://www.svetlokadanzs.cz,http://www.svetlokadanzs.cz,main,,"725 867 953, 702 042 573, 818608022, +420 603 804 191, 725 853 042, 725 425 438, 606 050 978, 725 425 439, 725 556 109, 725 961 795, 724 389 917, 725 543 166, 727 925 741, 725 543 165, 725 154 026, 725 907 356, 725 979 839, 602 727 503, 773 140 022, 606 06 14 29, 702 042 646, 606 543 736"
143,http://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz/o-nas/,contact,,
144,http://www.svetlokadanzs.cz,https://www.svetlokadanzs.cz/kontakty/,contact,,"725 867 953, 702 042 573, 818608022, 725 853 042, 725 425 438, 725 961 795, 724 389 917, 725 543 166, 727 925 741, 725 543 165, 725 907 356, 702 042 646, 606 543 736, +420 603 804 191, 606 050 978, 725 425 439, 725 556 109, 725 154 026, 725 979 839, 773 140 022, 606 06 14 29, 602 727 503"
145,http://www.sympathea.cz/,http://www.sympathea.cz/,main,jpoljakova@seznam.cz,"017-10-18 05, 020-03-06 22, 220168646, 017-07-02 20, 023-01-14 23, 015-02-07 13, 015-01-29 20, 015-02-02 20, 021-04-17 14, 021-09-20 07, 024-04-22 13, 018-12-02 16, 021-03-18 07, 019-05-22 19, 022-02-08 07, 017-11-11 10, 015-12-16 07, 015-10-06 19, 023-06-28 20, 023-01-14 22, +420 777 240 504, 015-10-06 18, 022-06-28 08, 017-12-11 20, 016-12-24 07, 110549780, 016-04-07 20, 017-10-18 06, 016-02-28 21, 018-07-15 15, 016-06-29 19, 017-02-15 19, 016-11-23 05, 024-02-02 08, 019-11-26 21, 020-03-06 21, 019-03-03 18, 019-07-20 17, 018-01-28 19, 021-10-25 08, 016-07-17 08, 022-10-31 08"
146,http://www.sympathea.cz/,http://www.sympathea.cz/index.php/kontakt,contact,jpoljakova@seznam.cz,"+420 777 240 504, 220168646"
147,http://www.sympathea.cz/,http://www.sympathea.cz/index.php/soucasne-aktivity/preklady/216-preklad-rozhovoru-s-lekarkou-sabine-z-casopisu-kontakt,contact,,
148,http://www.trebic.charita.cz,http://www.trebic.charita.cz,main,trebic@trebic.charita.cz,"736 529 300, 736 529 300, 568 821 290, 568 821 290, 152043131"
149,http://www.trebic.charita.cz,http://www.trebic.charita.cz/o-nas-charita-trebic/,contact,trebic@trebic.charita.cz,"736 529 300, 568 821 290, 152043131"
150,http://www.trebic.charita.cz,http://www.trebic.charita.cz/kontakty/,contact,trebic@trebic.charita.cz,"736 529 300, 568 821 290, 736 529 300, 152043131"
151,http://www.psychologiebrno.cz/,http://www.psychologiebrno.cz/,main,"katerina.navratilova@cervoy.cz, lucie.svancarova@cervoy.cz, matteo.turok@cervoy.cz, roland.zuber@cervoy.cz, info@cervoy.cz, iva.sporcrova@cervoy.cz, tomas.hochman@cervoy.cz","+420 602 385 263, +420 721 868 916, +420 733 397 272, +420 792 362 762, +420 728 575 989, +420 602 737 026, +420 606 744 948"
152,http://www.psychologiebrno.cz/,http://www.psychologiebrno.cz/kontakty.html,contact,"roland.zuber@cervoy.cz, info@cervoy.cz, iva.sporcrova@cervoy.cz, katerina.navratilova@cervoy.cz, matteo.turok@cervoy.cz, lucie.svancarova@cervoy.cz, tomas.hochman@cervoy.cz","+420 733 397 272, +420 792 362 762, +420 602 737 026, +420 606 744 948, +420 602 385 263, +420 728 575 989, +420 721 868 916"
153,https://mudr-vaclav-ferus.zdravotniregistr.cz/,https://mudr-vaclav-ferus.zdravotniregistr.cz/,main,"babincova@centrum.cz, masem@tiscali.cz, mladova@seznam.cz, ludmilavomelova@seznam.cz, mudrjitkabartosova@seznam.cz","773 756 447, 736 763 092, 723 448 514, 603756869, +420 491 424 857, 414 110 719, 602 375 866, 603 487 740, +420 603 537 488, +420 606 839 112, +420386106147, 583 430 695, +420605149723, +420 483 302 189"
154,http://www.psychologie-metalova.cz/,http://www.psychologie-metalova.cz/,main,luciena.metalova@seznam.cz,"723 032 591, +420 723 032 591"
155,http://www.psychologie-metalova.cz/,http://www.psychologie-metalova.cz/kontakt/,contact,luciena.metalova@seznam.cz,"723 032 591, +420 723 032 591"
156,https://jarmilakrajcova.webnode.cz/,https://jarmilakrajcova.webnode.cz/,main,jarkraj@seznam.cz,+420 777 624 059
157,https://jarmilakrajcova.webnode.cz/,https://jarmilakrajcova.webnode.cz/kontakt/,contact,jarkraj@seznam.cz,+420 777 624 059
158,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/,main,"ordinace.drnholec@podaneruce.cz, prestavamkourit@podaneruce.cz, psychiatrie.zlin@podaneruce.cz, lekar.drnholec@podaneruce.cz, nove.elysium@podaneruce.cz, dudeskova@podaneruce.cz, infektolog@podaneruce.cz, klinika@podaneruce.czTel, lekar.mikulov@podaneruce.cz","770 109 565, 778 729 439, +420 545 247 535, 123456789, +420 773 752 539, +420 577 439 190, +420 577 439 190, +420 774 238 927, +420 771 235 666, +420 778 708 602"
159,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/terapeuticke-centrum-nove-elysium-brno/#kontakt,contact,"klinika@podaneruce.czTel, nove.elysium@podaneruce.cz","770 109 565, 778 729 439, +420 545 247 535"
160,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/ambulance-brno/#kontakt,contact,"praktik@podaneruce.cz, klinika@podaneruce.czTel","+420 547 152 744, +420 545 247 535"
161,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/poradna-odvykani-koureni/#kontakt,contact,"klinika@podaneruce.czTel, prestavamkourit@podaneruce.cz","+420 773 752 539, 123456789, +420 545 247 535"
162,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/psychiatricka-ordinace-zlin/#kontakt,contact,"dudeskova@podaneruce.cz, klinika@podaneruce.czTel, psychiatrie.zlin@podaneruce.cz","+420 577 439 190, +420 577 439 190, +420 545 247 535"
163,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/ambulance-mikulov/#kontakt,contact,"klinika@podaneruce.czTel, lekar.mikulov@podaneruce.cz","+420 778 708 602, +420 545 247 535"
164,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/poradna-odvykani-koureni/#formular,contact,"klinika@podaneruce.czTel, prestavamkourit@podaneruce.cz","+420 773 752 539, 123456789, +420 545 247 535"
165,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/ambulance-drnholec/#kontakt,contact,"ordinace.drnholec@podaneruce.cz, lekar.drnholec@podaneruce.cz, klinika@podaneruce.czTel","+420 545 247 535, +420 774 238 927"
166,https://klinika.podaneruce.cz/,https://klinika.podaneruce.cz/ambulance-infektologie/#kontakt,contact,"infektolog@podaneruce.cz, klinika@podaneruce.czTel","+420 771 235 666, +420 545 247 535"
167,https://stod.nemocnicepk.cz,https://stod.nemocnicepk.cz,main,,
168,http://www.psychologie-centrum.cz/,http://www.psychologie-centrum.cz/,main,psych.poradenstvi@gmail.com,+420 773 435 433
169,http://www.psychologie-centrum.cz/,http://www.psychologie-centrum.cz/?page=kontakt,contact,psych.poradenstvi@gmail.com,+420 773 435 433
170,http://www.psycholog-slany.cz/,http://www.psycholog-slany.cz/,main,"nosilova@gmail.comGDPR, 653nosilova@gmail.com",+420 725 753 653
171,http://www.psycholog-slany.cz/,http://www.psycholog-slany.cz/contact/,contact,"nosilova@gmail.comGDPR, 653nosilova@gmail.com",+420 725 753 653
172,http://www.salinger.cz,http://www.salinger.cz,main,,
173,http://www.vkci.cz/,http://www.vkci.cz/,main,"dilna@vkci.cz, poradna@vkci.cz, marie.podpinkova@vkci.cz, jan.podesva@vkci.cz, sona.zelikova@vkci.cz, monika.zbrankova@vkci.cz, vkci@vkci.cz, lucie.podesvova@vkci.cz, knihovna@vkci.cz","141975501, 774 262 243, +420 774 262 243, 1628755 01, 774 262 243, 774 415 106"
174,http://www.vkci.cz/,https://www.vkci.cz/o-nas/,contact,"dilna@vkci.cz, poradna@vkci.cz, marie.podpinkova@vkci.cz, jan.podesva@vkci.cz, sona.zelikova@vkci.cz, monika.zbrankova@vkci.cz, vkci@vkci.cz, lucie.podesvova@vkci.cz, knihovna@vkci.cz","774 262 243, +420 774 262 243, 1628755 01, 774 262 243, 774 415 106"
175,http://www.vkci.cz/,https://www.vkci.cz/kontakt/,contact,"dilna@vkci.cz, vkci@vkci.cz, poradna@vkci.cz","141975501, 774 262 243, +420 774 262 243, 1628755 01, 774 415 106"
176,http://www.psycholog-sro.cz,http://www.psycholog-sro.cz,main,info@psycholog-sro.czI,"+420 774 492 626, 774 492 626, +420 774 492 626"
177,http://www.psycholog-sro.cz,http://www.psycholog-sro.cz/kontakt/,contact,info@psycholog-sro.czI,"+420 774 492 626, +420 774 492 626"
178,https://czap.cz,https://czap.cz,main,info@czap.cz,+420 774 050 413
179,https://czap.cz,https://czap.cz/Napsali-o-nas,contact,info@czap.cz,+420 774 050 413
180,https://czap.cz,https://czap.cz/o-nas,contact,info@czap.cz,+420 774 050 413
181,https://pllnare.cz,https://pllnare.cz,main,,
182,https://horazdovice.charita.cz,https://horazdovice.charita.cz,main,info@horazdovice.charita.cz,"730 551 603, 376 511 869, 082191736, 604 481 858, 731 604 516, 733 755 945, 731 604 513, 721 285 938, 731 604 525, 733 755 947, 731 604 514, 376 512 596, 376 511 867, 376 334 120, 735 746 548, 376 512 596"
183,https://horazdovice.charita.cz,https://horazdovice.charita.cz/kontakty/,contact,info@horazdovice.charita.cz,"730 551 603, 376 511 869, 604 481 858, 731 604 516, 376 511 867, 733 755 945, 731 604 513, 731 604 514, 082191736, 376 334 120, 721 285 938, 731 604 525, 733 755 947, 735 746 548, 376 512 596, 376 512 596"
184,https://horazdovice.charita.cz,https://horazdovice.charita.cz/jak-pomahame/,contact,info@horazdovice.charita.cz,"082191736, 376 512 596"
185,https://www.a-shine.cz/,https://www.a-shine.cz/,main,"ambulance.tachov@gmail.comMUDr, psychiatr.sumavska@gmail.comMUDr, psycholog1.sumavska@gmail.comMgr, ambulance.smrkova@gmail.comPhDr, psycholog2.sumavska@gmail.comPhDr, psycholog.sumavska@google.com","771 158 452, 608 264 673, 777 732 244, 773 252 101, 608 835 540"
186,https://www.a-shine.cz/,https://www.a-shine.cz/o-nas/,contact,,
187,https://www.a-shine.cz/,https://www.a-shine.cz/kontakty/,contact,"ambulance.tachov@gmail.comMUDr, psychiatr.sumavska@gmail.comMUDr, psycholog1.sumavska@gmail.comMgr, psycholog.sumavska@google.com, ambulance.smrkova@gmail.comPhDr, psycholog2.sumavska@gmail.comPhDr","608 264 673, 771 158 452, 777 732 244, 773 252 101, 608 835 540"
188,http://www.vsetin.caritas.cz,http://www.vsetin.caritas.cz,main,reditel@vsetin.charita.cz,"571 411 709, 563344851, 571 411 709"
189,http://www.vsetin.caritas.cz,http://www.vsetin.caritas.cz/o-nas/o-charite-vsetin/,contact,reditel@vsetin.charita.cz,"571 411 709, 563344851"
190,http://www.vsetin.caritas.cz,http://www.vsetin.caritas.cz/jak-pomahame/,contact,reditel@vsetin.charita.cz,"571 411 709, 563344851"
191,http://www.vsetin.caritas.cz,http://www.vsetin.caritas.cz/kontakty/,contact,reditel@vsetin.charita.cz,"571 411 709, 563344851, 571 411 709"
192,https://charita-sv-alexandra.cz,https://charita-sv-alexandra.cz,main,info@alexandr.charita.cz,"596 237 831, 596 237 831, 309 425 023, 157 117 321"
193,https://charita-sv-alexandra.cz,https://charita-sv-alexandra.cz/o-nas/,contact,info@alexandr.charita.cz,596 237 831
194,https://charita-sv-alexandra.cz,https://charita-sv-alexandra.cz/o-nas/kontakty/,contact,info@alexandr.charita.cz,"596 237 831, 596 237 831, 309 425 023"
195,https://charita-sv-alexandra.cz,https://alexhandshop.cz/contact/,contact,,
196,https://dk.fnplzen.cz,https://dk.fnplzen.cz,main,"MUDr.4325schwarzovav@fnplzen.cz, MUDr.43394673skalickae@fnplzen.cz, MUDr.4337horkovaz@fnplzen.cz, KAASOVA@fnplzen.cz, MUDr.43194325forejtja@fnplzen.cz, Ph.D.46824339pomahacova@fnplzen.cz, MUDr.4323houdkovas@fnplzen.cz, MUDr.4325ptakovaa@fnplzen.cz, jandovaj@fnplzen.cz, MUDr.43394328vebrm@fnplzen.cz, MUDr.4325kanovav@fnplzen.cz, HAVLICKOVAV@fnplzen.cz, PALKOVA@fnplzen.cz, Ing.43374678votavat@fnplzen.cz, Ph.D.43334674humlm@fnplzen.cz, Ph.D.43304679sykorajo@fnplzen.cz, Ph.D.43334674sasek@fnplzen.cz, GREJCAROVAJ@fnplzen.cz, MUDr.43394328mulleroval@fnplzen.cz, SRBOVAJ@fnplzen.cz, ROMOVAL@fnplzen.cz, Ph.D.43334317kobr@fnplzen.cz, MUDr.43334668kotkovaa@fnplzen.cz, kreumanovav@fnplzen.cz, Ph.D.4337sykorovaa@fnplzen.cz, MUDr.4333pomahacovat@fnplzen.cz, MUDr.4339paterovap@fnplzen.cz, MUDr.4317polakpe@fnplzen.cz, MUDr.43254327sladkova@fnplzen.cz, MUDr.43394677fikrlova@fnplzen.cz, HAVLICKOVAG@fnplzen.cz, FOLDOVAM@fnplzen.cz, MUDr.4669fiklikk@fnplzen.cz, MUDr.4325ptako@fnplzen.cz, Ph.D.43334317pizingerova@fnplzen.cz, FOLDOVAJ@fnplzen.cz, MUDr.43394328skodovav@fnplzen.cz, Ph.D.46704339kreslovam@fnplzen.cz, SEDLACKOVARO@fnplzen.cz, Ph.D.43334674fremuthj@fnplzen.cz, MUDr.46664672cernaz@fnplzen.cz, MUDr.43254679schwarzj@fnplzen.cz, MUDr.4669nykodymovae@fnplzen.cz",
197,https://dk.fnplzen.cz,https://dk.fnplzen.cz/cs/node/405,contact,"MUDr.4325schwarzovav@fnplzen.cz, MUDr.43394673skalickae@fnplzen.cz, MUDr.4337horkovaz@fnplzen.cz, KAASOVA@fnplzen.cz, MUDr.43194325forejtja@fnplzen.cz, Ph.D.46824339pomahacova@fnplzen.cz, MUDr.4323houdkovas@fnplzen.cz, MUDr.4325ptakovaa@fnplzen.cz, jandovaj@fnplzen.cz, MUDr.43394328vebrm@fnplzen.cz, MUDr.4325kanovav@fnplzen.cz, HAVLICKOVAV@fnplzen.cz, PALKOVA@fnplzen.cz, Ing.43374678votavat@fnplzen.cz, Ph.D.43334674humlm@fnplzen.cz, Ph.D.43304679sykorajo@fnplzen.cz, Ph.D.43334674sasek@fnplzen.cz, GREJCAROVAJ@fnplzen.cz, MUDr.43394328mulleroval@fnplzen.cz, SRBOVAJ@fnplzen.cz, ROMOVAL@fnplzen.cz, Ph.D.43334317kobr@fnplzen.cz, MUDr.43334668kotkovaa@fnplzen.cz, kreumanovav@fnplzen.cz, Ph.D.4337sykorovaa@fnplzen.cz, MUDr.4333pomahacovat@fnplzen.cz, MUDr.4339paterovap@fnplzen.cz, MUDr.4317polakpe@fnplzen.cz, MUDr.43254327sladkova@fnplzen.cz, MUDr.43394677fikrlova@fnplzen.cz, HAVLICKOVAG@fnplzen.cz, FOLDOVAM@fnplzen.cz, MUDr.4669fiklikk@fnplzen.cz, MUDr.4325ptako@fnplzen.cz, Ph.D.43334317pizingerova@fnplzen.cz, FOLDOVAJ@fnplzen.cz, MUDr.43394328skodovav@fnplzen.cz, Ph.D.46704339kreslovam@fnplzen.cz, SEDLACKOVARO@fnplzen.cz, Ph.D.43334674fremuthj@fnplzen.cz, MUDr.46664672cernaz@fnplzen.cz, MUDr.43254679schwarzj@fnplzen.cz, MUDr.4669nykodymovae@fnplzen.cz",
